Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,0.0215,0.8868,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,0.0215,0.8868,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,0.2326,8.752,193,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,0.3934,11.1748,193,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,0.3525,10.9439,193,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,0.0531,0.7088,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,0.0531,0.7088,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,0.2118,10.904,132,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,0.3622,13.9767,132,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,0.3729,13.6285,132,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,0.0547,0.773,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,0.0547,0.773,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,0.2026,11.8216,128,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,0.2896,12.3012,128,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,0.4531,14.6111,128,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,0.0547,0.7729,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,0.0547,0.7729,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,0.1009,5.7194,143,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,0.3781,14.0211,143,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,0.4663,14.816,143,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,0.0609,1.4478,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,0.0609,1.4478,8136,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,0.2191,13.6735,108,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,0.3024,14.17,108,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,0.4176,16.7888,108,0
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,0,0,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,,,14,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,,,14,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,,,14,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,0.0218,0.9941,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,,,10,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,,,10,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,,,10,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,0.0218,0.9941,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,,,25,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,,,25,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,,,25,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,0.0271,1.4404,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,0.0271,1.4404,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,0.25,18.8002,31,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,0.4008,23.2986,31,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,0.322,20.894,31,0
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,0.078,1.8786,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,,,23,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,,,23,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,,,23,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,0.078,1.8786,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,,,22,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,,,22,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,,,22,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,0.078,1.8786,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,,,6,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,,,6,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,,,6,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,0.0822,2.0709,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,,,17,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,,,17,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,,,17,1
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,0.0822,2.0709,1295,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,,,1295,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,,,10,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,,,10,1
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,,,10,1
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,0.0006,0.1253,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,0.0006,0.1253,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,0.2458,11.2413,112,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,0.3598,13.014,112,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,0.3938,13.2784,112,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,0.0188,0.5713,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,0.0188,0.5713,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,0.3035,10.9477,134,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,0.2538,9.7424,134,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,0.4239,11.8488,134,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,0.0188,0.5713,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,0.0188,0.5713,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,0.4002,17.1793,60,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,0.2516,14.5471,60,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,0.3294,16.1732,60,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,0.0705,6.2137,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,0.0705,6.2137,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,0.2498,13.0014,67,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,0.2852,14.0444,67,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,0.3944,15.9298,67,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,0.0723,6.2243,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,0.0723,6.2243,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,0.3152,14.6339,80,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,0.2643,14.6339,80,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,0.3481,15.9418,80,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,0.0767,1.1724,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,0.0767,1.1724,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,0.121,7.074,97,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,0.2461,11.5403,97,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,0.5562,13.6107,97,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,0.2122,9.5783,152,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,0.2697,10.0725,152,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,0.4322,12.0148,152,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,0.1874,10.5488,118,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,0.353,13.1734,118,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,0.3737,13.3802,118,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,0.0859,1.4423,3802,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,0.177,10.7054,156,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,0.2461,10.4431,156,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,0.491,13.9544,156,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,,,3,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,,,10,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,,,10,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,,,10,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,,,20,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,,,20,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,,,20,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,,,22,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,,,22,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,,,22,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,0.066,7.9125,34,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,0.578,22.0108,34,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,0.356,20.9994,34,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,,,16,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,,,16,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,,,16,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,,,15,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,,,15,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,,,15,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,0,0,170,0
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 4,2023-11-25,,,170,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,2023-11-25,,,16,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,2023-11-25,,,16,1
COVID,State,U.S. Virgin Islands,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,2023-11-25,,,16,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 1,2023-09-30,0,0,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 1,2023-09-30,,,1239,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,2023-09-30,,,9,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,2023-09-30,,,9,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,2023-09-30,,,9,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 2,2023-10-07,0.0173,1.0101,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 2,2023-10-07,,,1239,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,2023-10-07,,,8,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,2023-10-07,,,8,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,2023-10-07,,,8,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 3,2023-10-14,0.0173,1.0101,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 3,2023-10-14,,,1239,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,2023-10-14,,,12,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 3,2023-10-14,,,12,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,2023-10-14,,,12,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 4,2023-10-21,0.0312,2.2962,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 4,2023-10-21,,,1239,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,2023-10-21,,,18,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 4,2023-10-21,,,18,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,2023-10-21,,,18,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,October Week 5,2023-10-28,0.0391,2.6042,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,October Week 5,2023-10-28,,,1239,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,October Week 5,2023-10-28,,,19,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 5,2023-10-28,,,19,1
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 5,2023-10-28,,,19,1
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,November Week 1,2023-11-04,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 1,2023-11-04,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,2023-11-04,0.1475,20.4897,43,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,2023-11-04,0.4248,33.3018,43,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,2023-11-04,0.2879,34.7386,43,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,November Week 2,2023-11-11,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 2,2023-11-11,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,2023-11-11,0.5035,38.2349,37,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,2023-11-11,0.0659,7.9412,37,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,2023-11-11,0.2909,31.5872,37,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,November Week 3,2023-11-18,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,November Week 3,2023-11-18,0.1397,3.2736,1239,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,2023-11-18,0.2548,24.5198,34,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,2023-11-18,0.4745,33.7682,34,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,2023-11-18,0.1309,13.0193,34,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,November Week 4,2023-11-25,0.1469,3.637,1239,0
