Season,Strata,Age Category,Race/Ethnicity,Sex,COVID,ICU,Medical Condition,Mechanical Ventilation,Death,Time Period,Time,Estimate Type,Estimate
2223,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/18/2023,Counts,341
2223,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/13/2023,Counts,12
2223,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/17/2022,Counts,1920
2223,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/01/2023,Counts,777
2223,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/28/2023,Counts,58
2223,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/20/2023,Counts,85
2223,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/29/2023,Counts,10
2223,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/04/2023,Counts,307
2223,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/24/2023,Counts,12
2223,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/29/2023,Counts,7
2223,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/25/2023,Counts,51
2223,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/15/2023,Counts,68
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/29/2024,Counts,117
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/18/2024,Counts,60
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/06/2024,Counts,22
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/28/2023,Counts,219
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/17/2024,Counts,53
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/14/2024,Counts,218
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/01/2024,Counts,340
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/11/2023,Counts,192
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/11/2024,Counts,7
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/07/2023,Counts,14
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/27/2024,Counts,74
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/20/2024,Counts,341
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/06/2024,Counts,1670
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/23/2023,Counts,1502
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/16/2024,Counts,14
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/14/2023,Counts,201
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/30/2024,Counts,75
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/21/2023,Counts,953
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/27/2024,Counts,207
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/22/2024,Counts,91
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/04/2024,Counts,254
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/02/2023,Counts,52
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/16/2023,Counts,1333
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/09/2023,Counts,330
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/03/2024,Counts,38
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/09/2024,Counts,158
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/20/2024,Counts,171
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/02/2024,Counts,770
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/24/2024,Counts,241
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/30/2023,Counts,76
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/28/2024,Counts,123
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/13/2024,Counts,152
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/23/2024,Counts,17
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/31/2024,Counts,37
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/24/2024,Counts,22
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/08/2024,Counts,70
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/13/2024,Counts,37
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/10/2024,Counts,1036
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/10/2024,Counts,236
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/21/2024,Counts,21
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/07/2024,Counts,34
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/17/2024,Counts,178
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/13/2024,Counts,1
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/03/2024,Counts,957
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/27/2024,Counts,13
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/06/2024,Counts,100
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/15/2024,Counts,11
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/04/2023,Counts,14
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/18/2023,Counts,1082
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/25/2023,Counts,203
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/20/2024,Counts,263
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/25/2024,Counts,60
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/29/2024,Counts,27
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/18/2024,Counts,297
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/06/2024,Counts,14
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/28/2023,Counts,949
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/17/2024,Counts,23
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/14/2024,Counts,989
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/01/2024,Counts,71
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/11/2023,Counts,40
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/11/2024,Counts,7
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/07/2023,Counts,218
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/27/2024,Counts,23
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/20/2024,Counts,1274
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/06/2024,Counts,322
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/23/2023,Counts,261
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/16/2024,Counts,121
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/14/2023,Counts,961
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/30/2024,Counts,24
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/21/2023,Counts,149
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/27/2024,Counts,51
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/22/2024,Counts,508
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/04/2024,Counts,39
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/02/2023,Counts,16
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/16/2023,Counts,263
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/09/2023,Counts,1312
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/03/2024,Counts,259
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/09/2024,Counts,655
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/20/2024,Counts,36
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/02/2024,Counts,172
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/24/2024,Counts,862
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/30/2023,Counts,22
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/28/2024,Counts,29
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/13/2024,Counts,30
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/23/2024,Counts,12
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/31/2024,Counts,13
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/24/2024,Counts,233
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/08/2024,Counts,13
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/13/2024,Counts,396
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/10/2024,Counts,254
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/10/2024,Counts,905
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/21/2024,Counts,170
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/07/2024,Counts,20
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/17/2024,Counts,54
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/13/2024,Counts,83
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/03/2024,Counts,225
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/27/2024,Counts,8
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/06/2024,Counts,417
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/15/2024,Counts,2
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/04/2023,Counts,201
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/18/2023,Counts,178
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/25/2023,Counts,60
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/20/2024,Counts,50
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/25/2024,Counts,17
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/29/2024,Counts,7
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/18/2024,Counts,39
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/06/2024,Counts,147
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/28/2023,Counts,167
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/17/2024,Counts,253
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/14/2024,Counts,182
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/01/2024,Counts,23
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/11/2023,Counts,15
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/11/2024,Counts,45
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/07/2023,Counts,1038
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/27/2024,Counts,315
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/20/2024,Counts,276
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/06/2024,Counts,80
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/23/2023,Counts,63
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/16/2024,Counts,556
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/14/2023,Counts,172
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/30/2024,Counts,7
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/21/2023,Counts,38
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/27/2024,Counts,16
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/22/2024,Counts,75
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/04/2024,Counts,13
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/02/2023,Counts,316
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/16/2023,Counts,64
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/09/2023,Counts,254
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/03/2024,Counts,1002
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/09/2024,Counts,106
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/20/2024,Counts,12
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/02/2024,Counts,40
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/24/2024,Counts,202
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/30/2023,Counts,362
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/28/2024,Counts,18
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/13/2024,Counts,12
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/23/2024,Counts,107
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/31/2024,Counts,210
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/24/2024,Counts,963
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/08/2024,Counts,2
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/13/2024,Counts,1526
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/10/2024,Counts,62
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/10/2024,Counts,224
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/21/2024,Counts,874
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/07/2024,Counts,210
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/17/2024,Counts,41
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/13/2024,Counts,335
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/03/2024,Counts,39
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/27/2024,Counts,59
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/06/2024,Counts,62
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/15/2024,Counts,89
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/04/2023,Counts,911
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/18/2023,Counts,51
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/25/2023,Counts,20
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/20/2024,Counts,11
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/25/2024,Counts,5
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/29/2024,Counts,106
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/18/2024,Counts,10
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/06/2024,Counts,680
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/28/2023,Counts,31
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/17/2024,Counts,1041
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/14/2024,Counts,35
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/01/2024,Counts,6
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/11/2023,Counts,246
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/11/2024,Counts,276
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/07/2023,Counts,174
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/27/2024,Counts,1139
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/20/2024,Counts,64
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/06/2024,Counts,27
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/23/2023,Counts,30
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/16/2024,Counts,101
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/14/2023,Counts,31
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/30/2024,Counts,91
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/21/2023,Counts,9
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/27/2024,Counts,211
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/22/2024,Counts,27
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/04/2024,Counts,8
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/02/2023,Counts,1364
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/16/2023,Counts,28
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/09/2023,Counts,74
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/03/2024,Counts,246
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/09/2024,Counts,35
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/20/2024,Counts,148
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/02/2024,Counts,18
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/24/2024,Counts,46
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/30/2023,Counts,1805
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/28/2024,Counts,198
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/13/2024,Counts,170
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/23/2024,Counts,422
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/31/2024,Counts,935
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/24/2024,Counts,218
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/08/2024,Counts,79
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/13/2024,Counts,338
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/10/2024,Counts,17
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/10/2024,Counts,52
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/21/2024,Counts,144
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/07/2024,Counts,913
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,02/17/2024,Counts,250
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/13/2024,Counts,57
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/03/2024,Counts,19
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/27/2024,Counts,275
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/06/2024,Counts,14
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/15/2024,Counts,442
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/04/2023,Counts,202
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/18/2023,Counts,15
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/25/2023,Counts,262
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,04/20/2024,Counts,3
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/25/2024,Counts,65
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/29/2024,Counts,626
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/18/2024,Counts,7
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/06/2024,Counts,147
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/28/2023,Counts,5
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,08/17/2024,Counts,208
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,09/14/2024,Counts,26
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,06/01/2024,Counts,81
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,11/11/2023,Counts,1038
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,05/11/2024,Counts,45
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/07/2023,Counts,39
2324,Age Category,18-49 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/27/2024,Counts,238
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/20/2024,Counts,25
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,01/06/2024,Counts,438
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,12/23/2023,Counts,330
2324,Age Category,0-4 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/16/2024,Counts,26
2324,Age Category,5-17 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/14/2023,Counts,7
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,03/30/2024,Counts,380
2324,Age Category,50-64 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,10/21/2023,Counts,206
2324,Age Category,≥65 years,Overall,Overall,N/A,N/A,N/A,N/A,N/A,Week,07/27/2024,Counts,903
